0,0,0,0,0,0,1.7658,0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
0,0,0,0,0,0,1.7658,-0,0,0,0,0,0,0
